V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51
1.097925793,0.917019948,0.66862773,0.932086427,1.147544676,0.94160461,0.791186053,0.892459696,0.934272486,0.761179829,0.918528546,0.481838331,0.674951368,0.558669825,0.498838215,0.253614098,0.318055984,0.107789119,-0.357905426,-0.040254238,-0.56007167,-0.535723089,-0.450334016,-0.385485039,-1.15641452,-0.70345879,-1.050709501,-1.110140007,-1.169672279,-0.94395455,-1.018713356,-0.738489303,-1.033277407,-0.802351117,-0.833007772,-0.946123122,-0.573475409,-0.368709925,-0.475737464,-0.306666148,-0.077735239,-0.120978295,0.005653972,0.156449527,0.134952692,0.349695124,0.682476436,0.7741114,0.368748042,0.758791198,1
0.625189877,0.759779822,1.145672014,0.934937156,1.217612855,0.871084678,0.928000846,0.950270268,0.894175808,0.573188423,0.813737469,0.490812914,0.578878967,0.652449226,0.419891351,0.242800598,0.016948053,0.15455841,-0.115242628,-0.35262063,-0.154911285,-0.771720187,-0.459381823,-0.844510575,-1.049014155,-1.122012094,-1.400805937,-1.248036338,-0.876162845,-0.986605297,-1.332179964,-0.637313075,-0.980416911,-1.071328015,-0.980316518,-0.893366525,-0.343000129,-0.581108511,-0.149664748,-0.15115469,0.246332797,0.051042338,0.169768268,0.215881742,0.365594374,0.414834493,0.663452743,0.972467407,0.870156786,1.153464395,1
0.8902413,1.016632888,0.773606615,0.753718083,0.692488353,1.059765798,0.818108627,0.879052517,0.830694252,0.963180086,0.955866604,0.568234859,0.338003465,0.7438619,0.431605566,0.195277607,-0.06028889,0.209383199,-0.265562679,-0.216266636,-0.487163764,-0.463072967,-0.489604183,-0.826231646,-0.948196006,-0.857201047,-1.484359258,-1.160850214,-1.2709403,-0.786072433,-0.6287764,-0.68521261,-0.737482005,-0.85145049,-0.820747144,-0.812038054,-0.667667315,-0.312926953,-0.141236399,-0.426556452,-0.743917334,-0.122239314,0.003833237,0.32501687,0.470434635,0.549100543,0.655669242,0.65047063,0.674768605,0.634001523,1
0.960542805,1.13727162,0.756288243,0.891490013,0.773613427,1.179325222,1.071407977,0.897685772,1.193144108,0.823950807,0.812108635,0.931835036,0.482365131,0.54729771,0.677868025,0.200814803,-0.007500288,-0.112158997,-0.209180472,-0.070877548,-0.382292847,-0.538368563,-0.818068659,-1.006509807,-1.081166355,-0.865342184,-1.25515514,-0.952795102,-0.866975163,-0.815186604,-1.368176277,-1.033061046,-0.866722868,-0.758448974,-0.953467969,-0.702408775,-0.696329792,-0.433955524,-0.133787572,-0.355519553,0.067994794,-0.070691282,0.23935912,-0.120973265,0.159523639,0.383878623,0.685219409,0.281129177,0.701333106,0.898046578,1
0.891354513,1.073715994,0.543014927,1.147577305,0.875920808,1.112527171,1.386313691,0.946643543,0.753967834,0.553518997,0.598293893,0.81030357,0.585058351,0.633314549,0.366562219,-0.138670074,0.21020731,0.139559918,0.0584657,-0.443089767,-0.66345775,-0.442508448,-0.621032884,-0.853176488,-0.818186949,-0.873123188,-0.913095824,-0.700251957,-1.082322187,-1.264065129,-1.114084272,-1.196560296,-1.03841037,-0.873952113,-0.344617048,-0.594258454,-0.638550186,-0.562354888,-0.215778223,-0.054012173,-0.183460218,0.181876427,0.204304416,0.016355815,0.272691233,0.947108065,0.216565537,1.193043324,0.567933457,0.819674524,1
0.649727175,1.052138793,0.920527067,1.401271566,0.902028854,1.018900589,0.731068569,0.539370647,0.788136183,0.461207398,0.484446032,0.556103401,0.323567391,0.372491032,0.148406309,0.08037317,-0.055854367,-0.019231944,-0.591492605,-0.348951593,-0.343066891,-0.523653679,-0.413067052,-0.556955622,-0.768778616,-0.82835728,-1.049855777,-1.131313554,-1.102064278,-1.094902442,-1.630762073,-1.044355684,-1.011745446,-1.001056205,-0.872760829,-0.680027642,-0.783952782,-0.428911699,-0.485644449,-0.283699121,-0.093863404,0.729661556,0.017017422,0.506206463,0.215399062,0.555459577,0.50816323,0.312156338,0.882088159,0.77663013,1
1.251431757,0.853566119,1.24057498,0.981477551,1.113678208,1.248210624,1.250576694,0.946427552,0.931267127,0.801323238,1.140519588,0.760922748,0.782877101,0.7742923,0.117272938,0.086175819,-0.184776719,0.03428806,-0.588961804,-0.24964763,-0.46873722,-0.628306028,-0.963865029,-0.603538899,-0.81678229,-1.13360739,-0.765355831,-0.484821189,-1.137307059,-0.66497459,-1.602848819,-1.428431433,-1.271129135,-0.980174882,-0.611893107,-0.451356328,-0.704605871,-0.549169536,0.047125162,-0.049887136,-0.156015707,-0.092695708,-0.101270306,0.556374007,0.335074348,0.380088354,0.426989293,0.923356262,0.642277605,1.058113259,1
1.192086551,1.017062493,0.818404271,0.979153274,1.143624808,1.153252018,0.876010059,0.989310654,0.783815225,0.766799384,0.997555467,0.651187376,0.821467828,0.197858299,0.13189235,0.349896739,-0.148416606,-0.30508112,0.287178785,-0.059937204,-0.490440631,-0.937898575,-0.650234469,-0.899560722,-0.500446663,-0.623919564,-0.628253738,-0.778394523,-0.961790047,-1.163796255,-0.855174211,-1.011004385,-1.220686343,-0.949510451,-0.640793219,-0.554273639,-0.556586497,-0.317756955,-0.462870294,-0.160726348,-0.151648291,-0.381585304,0.439714508,0.105759054,0.116431976,0.517445325,0.574203627,0.462987043,0.816918718,0.77252261,1
0.581879396,1.074604869,1.213130822,0.927553613,1.138407542,1.151901672,1.007337869,0.953140156,0.955976628,0.681084997,0.938913006,0.695380321,0.508074207,0.264134503,0.496026344,0.088939943,0.033448124,0.049724671,-0.118484074,-0.289628834,-0.559315261,-0.801365427,-0.595466605,-0.719088429,-1.028328598,-0.899358174,-0.589556224,-0.860104295,-0.759172781,-1.065176456,-0.968554053,-0.882550707,-0.800571725,-1.008289388,-0.837137531,-0.382770887,-0.398806843,-0.641352984,-0.424743408,0.009610463,-0.186634575,0.324079141,0.36724388,0.405310135,0.932174767,0.598948728,0.7821905,0.761981878,0.953997007,1.014909116,1
0.899418799,0.791524599,1.173998047,0.972043519,1.061405185,1.022655999,0.95371796,0.900650313,0.399065643,0.763999666,0.771961287,0.500061593,0.79565805,0.56297565,0.170142514,0.727736254,0.266350923,-0.359235165,-0.3752038,-0.563483837,-0.765818637,-0.503154837,-0.715082483,-0.688940272,-0.556366422,-0.851354317,-1.402225919,-1.031468265,-1.009510261,-0.624171322,-0.995512209,-0.885913002,-0.772077665,-0.668303809,-0.501090549,-0.481832599,-0.691340385,-0.461019104,-0.208166853,-0.200288587,-0.426298392,0.095745036,-0.065313048,0.176855784,0.419289639,0.344394569,0.887283305,0.486064625,0.776951489,0.733814645,1
0.63863806,0.995264177,1.127781314,0.640067036,1.061633371,1.11782377,1.263592546,0.666933506,0.859237689,0.655276135,0.33060372,0.85926075,0.527701674,0.321391341,0.36463448,0.414057431,-0.05056274,0.035708671,-0.192233355,-0.545019936,-0.622334359,-0.580841565,-0.67873247,-0.761439636,-0.816650892,-1.050800512,-1.076569485,-1.498393976,-1.005605906,-0.886964168,-1.278075967,-0.863671475,-0.979382256,-0.892554463,-0.520254883,-0.802658489,-0.805029357,-0.349676862,-0.142237868,0.09993021,-0.684052025,-0.052097995,-0.037512218,0.631566111,0.260485001,0.281542719,0.496949572,0.509044167,0.654139632,0.923918703,1
1.102880043,0.981849299,1.245204973,1.198837488,1.178982709,1.294819555,0.763191746,0.759975822,1.104459189,0.882117519,0.828827639,0.619655026,0.742442227,0.213763362,0.474160979,0.23495479,0.145349992,0.008280843,-0.013517156,-0.49951095,-0.543828927,-0.344974478,-0.47427325,-0.601005102,-1.124649736,-0.861295235,-1.25926346,-1.295272258,-1.047024861,-0.919621118,-0.733829368,-0.784722456,-0.748173974,-0.847940935,-0.854909257,-0.487795459,-0.060931264,-0.399914324,0.025044862,-0.154445432,0.006659333,0.379484513,0.203891443,0.262928812,0.19598426,0.57893284,1.001719927,0.801419,0.913540817,0.605679695,1
0.501636346,1.200019285,0.985323673,1.03331585,0.797299833,0.793282337,0.799250283,1.015589817,0.924916113,0.862948103,0.932892199,0.482287605,0.356703505,0.68448333,0.156903538,0.266255827,0.273087185,-0.130992559,-0.50207748,-0.356901835,-0.250174742,-0.576054647,-0.660285676,-0.959688704,-0.777009991,-1.049565884,-0.890326235,-1.294805186,-0.793779496,-0.910357949,-1.015771631,-1.020629643,-1.007720323,-0.767749687,-0.829492949,-0.418296395,-1.046294267,-0.360101562,-0.145117831,-0.252225829,-0.065894307,0.152306353,0.142942496,0.387677242,0.637158098,0.26054276,0.790772372,0.357702845,0.939027432,0.85009143,1
0.902587278,1.062023152,1.085103791,0.819651237,1.053547898,1.309291957,1.127202085,0.83140512,0.669119517,0.578614452,0.473363052,0.651252458,0.641160072,0.387418174,0.208459257,0.43424675,0.153194104,-0.22032286,-0.004281427,-0.416235191,-0.292645314,-0.521631639,-0.606095444,-1.082256251,-1.224750231,-1.133568896,-0.762475849,-1.132354842,-0.828663116,-0.625607607,-1.22860775,-0.665923546,-0.840614077,-0.768339279,-0.921808073,-0.553252555,-0.782777517,-0.419721739,-0.446314536,-0.244861968,-0.595815819,-0.195562095,0.098227279,0.116365875,0.442458113,0.657542224,0.482973998,0.971946672,0.670697593,1.267140851,1
1.132954819,1.032186528,0.704677836,0.896686749,0.950591344,0.851599079,1.021891197,1.140569964,0.675213505,1.03084468,0.687766701,0.963988653,0.377759985,0.527937293,0.755143368,0.039872141,0.386286861,-0.151895277,-0.164598854,-0.396517132,-0.390311673,-0.566116735,-0.701107373,-0.688195215,-1.120185829,-1.004920001,-0.859561315,-0.885145117,-1.020328549,-0.885996778,-0.865339833,-0.974424148,-1.044058151,-0.591663012,-1.103495365,-0.577873426,-0.527476591,-0.67122339,-0.244521414,-0.693237008,-0.131133066,-0.042287361,0.151628249,0.578322654,0.289305386,0.558884382,0.538596401,0.851298827,1.129042763,1.128787619,1
0.578795597,1.081546957,0.903861491,0.901196056,0.822648415,1.047041576,0.967813928,0.741904801,0.778876887,0.7219656,0.649927274,0.514005735,0.56390126,0.159443243,0.148190832,0.32369958,0.012395661,-0.320767913,-0.149856222,-0.366073945,-0.489687139,-0.539149426,-0.84442369,-0.764081154,-0.804437262,-1.100069175,-0.662428151,-1.084938487,-1.136820414,-1.042948446,-0.876314357,-0.975548143,-0.826710247,-0.770877799,-0.716848549,-0.927859304,-0.962014604,-0.47561693,-0.181085183,-0.188837503,-0.112611833,0.099302617,0.120763509,-0.048645066,0.057281613,0.202791235,0.444367242,0.562095703,0.685767537,0.829657,1
0.7254782,0.809062968,0.724057763,0.809894143,1.128888642,0.873714002,1.286612964,0.863559331,0.705227087,0.880454731,0.363020472,0.289060569,0.797283931,0.655783943,0.545008957,0.419913145,0.474197404,-0.38269499,-0.084443804,-0.352940636,-0.158668083,-0.255066747,-0.484683459,-0.588897991,-0.782113604,-0.439586164,-1.01662992,-1.37020029,-0.911276019,-0.925353198,-0.844260579,-0.873394905,-0.729413866,-0.867958734,-0.719625362,-0.64874415,-0.644586941,-0.676022829,-0.598807267,0.387016661,0.099417762,0.338966636,0.172904051,0.366713158,0.467541677,0.670303686,0.306082369,0.830262484,0.782532447,1.240196064,1
1.257373118,1.090319636,0.840670407,1.082421175,0.818044818,1.216209839,0.86797735,0.752735292,1.062246124,0.861186362,0.84838426,1.001069044,0.674375797,-0.051540359,0.477025206,0.315815456,0.23911168,-0.018713911,-0.495569984,-0.248351114,-0.202045151,-0.85131934,-0.586555294,-0.662058681,-1.029103018,-0.714910789,-1.209696753,-0.623718373,-1.157963163,-1.088713666,-1.052955269,-0.766442189,-0.714194568,-1.018770617,-0.822067919,-1.024840294,-0.387606705,-0.502532506,-0.748498937,0.121955922,-0.00798728,0.451949101,0.353226772,0.396351997,0.341853061,0.479043695,0.756532215,0.721076323,0.486598758,1.219800265,1
0.589349076,0.938805244,0.978465863,0.921017627,0.973118494,0.979420832,1.193465956,1.192960441,1.122262284,0.648945436,0.709827222,0.619090153,0.556594872,0.010743463,-0.04920292,0.186893955,0.383040286,0.01604005,-0.202106085,-0.44678886,-0.763989567,-0.453133953,-0.791474798,-0.866230515,-0.863456613,-1.187666692,-1.371517618,-1.349200732,-0.86709151,-1.310018182,-1.417482517,-1.183061249,-0.788799622,-0.630523325,-0.41048506,-0.685516572,-0.642574518,-0.442178593,-0.04898712,-0.246621363,0.328136736,-0.066671154,0.126853594,0.022684899,0.388142525,0.666286251,0.700090491,0.97093119,0.785145235,0.607381413,1
0.670025787,0.792279582,1.535041151,1.388298397,1.073704019,0.974714099,0.990201611,0.866742731,1.083771579,0.806122813,0.80895594,0.511319106,0.528315435,0.313882058,0.371882762,-0.185470333,0.373380916,0.193602803,-0.278701035,-0.639739179,-0.559624529,-0.551629262,-0.825187527,-0.897996777,-1.152665181,-0.701022221,-1.020868497,-1.321748374,-0.99192522,-0.894510187,-0.80774308,-0.796900229,-0.878297925,-1.094300401,-0.725690414,-0.663746191,-0.559539728,-0.424235011,-0.315086943,-0.325194603,-0.103669276,0.0269524,-0.203378511,0.277743513,0.869015253,0.633586676,0.652334785,0.591856955,0.888434945,1.197871599,1
0.956280353,0.746492906,0.939110917,0.725768212,1.366095703,0.993462039,1.135463962,1.161979067,0.61513007,0.807920451,0.858564469,0.94486039,0.379771592,0.370480031,0.740355967,0.133644543,0.051363337,0.167146018,-0.399194126,0.121060188,-0.664215352,-0.65047161,-0.985861786,-0.645579666,-0.94825307,-0.652256961,-0.870383086,-1.253642878,-1.207738664,-1.023786797,-0.916641123,-0.882909647,-0.859487094,-0.794569486,-0.769053525,-0.614194629,-1.167096013,-0.419448621,-0.32865287,-0.550648205,-0.277785104,-0.127930185,-0.015880944,0.137315153,0.320515229,0.896296422,0.06480037,0.769822942,0.700025008,0.660235603,1
0.881480616,0.931564702,0.991366519,0.984859384,0.662352255,1.139157331,0.997084428,0.973913284,0.635801113,1.0079824,0.960341683,0.732557224,0.635537354,0.523231827,0.246527576,0.113391934,-0.327191013,-0.253218844,-0.526731834,-0.338933668,-0.444426931,-0.838999489,-0.665487677,-0.761972202,-0.992643036,-0.880311393,-1.137380586,-1.107440293,-1.069323673,-1.118368496,-1.454217188,-1.032130487,-0.91911669,-0.853034082,-0.729203201,-0.760709361,-0.47997739,-0.504908378,-0.518015331,-0.185251877,-0.349082394,-0.541868658,0.205968486,0.161021695,0.396763442,0.730152531,1.031748185,0.756291492,0.739052731,0.871850081,1
0.991844352,1.018534986,0.805653684,0.69901791,1.01127224,0.96782972,1.197239355,0.961069705,0.968902929,0.679374208,0.375385672,0.390910673,0.98393532,0.248791685,0.233444939,0.141943478,-0.197147721,0.118130425,0.013916487,-0.418684226,-0.582339019,-0.507753455,-0.873384206,-1.223301062,-0.592771968,-1.03357788,-1.006696921,-0.906476612,-0.965444335,-0.881046756,-1.011309292,-0.809264762,-0.967696399,-0.66878021,-0.631855112,-0.374587769,-0.281307175,-0.503660798,-0.467863758,-0.314823544,-0.376018689,-0.16350322,0.046153302,0.136322099,0.053705285,0.166570315,0.659801874,1.02687604,0.552301308,0.615370193,1
0.376269625,0.711846221,0.71626599,1.12629367,1.10609241,1.116927019,0.85494769,0.830541606,0.744194755,0.842005499,0.822042048,0.724690003,0.324309056,0.418331267,0.04186828,0.200836835,-0.079130428,-0.501275476,-0.626503035,-0.100593167,-0.468585932,-0.588974218,-0.643502865,-0.800013197,-0.673928584,-0.731763113,-1.117518654,-0.676729036,-0.959795668,-0.735706891,-0.937863683,-0.985510821,-1.141126399,-0.801257102,-0.570749526,-0.670805864,-0.661962219,-0.633683663,-0.346423112,-0.368373899,-0.072517245,0.082732928,-0.061555602,0.371143428,0.450358875,0.431306248,0.324183246,0.485735942,0.445107322,0.440204335,1
0.99286846,0.724099306,0.983942641,0.986553688,0.815217389,0.948047222,0.796147505,0.881941365,0.35507668,0.857914842,0.745670059,0.949406249,0.308158823,0.516048118,0.509708145,0.287853195,0.129892238,0.441228366,-0.239809438,0.078329089,-0.198163905,-0.807606921,-0.709441701,-0.442499308,-0.946831255,-1.330601046,-0.970955291,-0.82015814,-1.022453298,-0.733690056,-1.011557917,-0.919397013,-1.151184568,-1.135039932,-0.551350112,-0.482694448,-0.407081337,-0.154180325,-0.593807591,-0.312175797,-0.043723357,0.056255146,0.432927605,0.564426989,0.291126319,0.48331728,0.761823679,0.86171441,0.976929504,1.343501785,1
0.919402127,0.741746931,0.808844906,1.017939947,1.334452766,0.569405254,0.762384693,0.82656359,0.735415291,0.77794535,0.937692778,0.551631487,0.822755393,0.176007008,0.236986907,-0.22614603,0.239314936,-0.467873179,-0.557528519,-0.574226015,-0.490620858,-0.211683613,-0.528320411,-0.613016628,-1.266416012,-1.330059613,-0.912144342,-0.856999069,-0.834009649,-1.185133024,-0.715853601,-0.80332891,-1.349540191,-0.817951537,-0.987278776,-0.302209829,-0.575143798,-0.596904205,-0.507087547,-0.478416602,-0.087270899,-0.178494542,0.067647441,0.36027068,0.464285428,0.608043824,0.709836238,0.471844232,0.761239234,0.769567265,1
0.443529177,1.189522633,1.056230106,0.982440929,1.09290439,0.892363839,1.12596773,1.019640282,1.546985026,0.69654333,0.7262343,0.541309306,0.703117694,0.462387765,0.270580669,0.037065261,-0.055231503,0.013571715,-0.378598988,-0.148341834,-0.625238055,-0.448023312,-0.692528074,-0.625597558,-1.152826739,-1.300761068,-1.229880553,-0.969402372,-0.542291439,-1.025244609,-0.549867947,-0.81869737,-0.76497406,-0.435799633,-0.682242488,-0.932203846,-0.742565963,-0.609029074,-0.514659309,-0.045899289,-0.163638786,0.053621205,0.363798801,0.128687702,0.103833997,0.355549595,0.511795362,0.568354374,0.886270904,0.92290516,1
0.707799586,1.095065487,1.196627405,0.804554441,0.770864865,1.296074347,0.903405728,0.764278314,0.832196911,1.046794971,0.362883716,0.748225573,0.890377072,0.667897624,0.186373978,0.538725483,-0.061228633,-0.170817242,-0.305046521,-0.136792552,-0.534602207,-0.863770098,-1.141232679,-0.509010949,-0.996526235,-1.358956696,-0.87576667,-0.945502311,-1.644157717,-1.027419334,-1.319465034,-1.063100344,-0.740423138,-1.122530325,-0.646969542,-0.456214864,-0.293957095,-0.320780475,-0.511794097,-0.40333276,-0.181015279,0.230001414,-0.145276612,0.528085055,0.34535077,0.45874977,0.647134811,0.909775136,0.739578044,0.89614071,1
0.899282909,1.074297693,0.645000681,1.114105037,0.883169364,0.908703495,1.040487018,0.776148754,0.973837971,0.724158552,0.846424137,0.738501615,0.669603922,0.103756641,0.259519201,0.199094668,-0.032667851,0.036093678,-0.437784016,-0.298888883,-0.658787056,-0.873915112,-0.83160988,-0.663005433,-0.719024342,-0.928655196,-1.261257891,-0.791964884,-1.219476242,-0.918328642,-0.945684114,-0.908921683,-0.86907905,-0.646557029,-0.929903104,-0.62226917,-0.878785414,-0.478698401,-0.569604664,-0.263910649,-0.288442582,0.23525358,0.247246268,0.431397595,0.390977091,0.227315869,0.87293795,0.779910228,0.963119437,0.717079663,1
0.004945402,0.305130987,-0.112422432,0.002186189,0.412005212,0.745984529,0.477143773,0.971522098,0.95407965,0.905029743,1.047584423,1.125996673,0.819760191,1.135881486,0.720013799,0.572244349,1.115862826,0.694279072,0.531530212,0.52997539,0.743096439,0.54183065,0.293168193,-0.053389227,0.304133998,0.175972318,-0.303492606,-0.323515988,-0.422830857,-0.421188965,-0.738797313,-0.668496182,-0.59652963,-0.851599594,-0.716323341,-0.832625753,-0.972063263,-1.153524091,-1.155063061,-0.758634613,-1.060826049,-0.527436598,-0.580237428,-0.622861955,-0.793053313,-0.514452806,-0.19025335,-0.251830323,-0.469701949,0.362785998,2
